ID,game_ID,passer,team,receiver,start_x,start_y,end_x,end_y,successful
PASS-20190428NCHOU-226,20190428NCHOU,"Sophie Schmidt","Houston Dash","Denise O'Sullivan",14.7,16.7,21.8,11.1,0
PASS-20190428NCHOU-227,20190428NCHOU,"Denise O'Sullivan","North Carolina Courage","Sam Mewis",79.8,62.8,76.9,58.6,1
PASS-20190428NCHOU-228,20190428NCHOU,"Sam Mewis","North Carolina Courage","Jessica McDonald",78.3,54.4,91.8,37.9,1
PASS-20190428NCHOU-229,20190428NCHOU,"Jane Campbell","Houston Dash","Kealia Watt",9,34.3,64.7,49.6,1
PASS-20190428NCHOU-23,20190428NCHOU,"Rachel Daly","Houston Dash","Abby Dahlkemper",76.2,31.4,82.1,32.2,0
PASS-20190428NCHOU-230,20190428NCHOU,"Merritt Mathias","North Carolina Courage","Crystal Dunn",40.3,18.4,63.4,22.4,1
PASS-20190428NCHOU-231,20190428NCHOU,"Crystal Dunn","North Carolina Courage","Jessica McDonald",54.8,30.8,66.4,42.1,1
PASS-20190428NCHOU-232,20190428NCHOU,"Jessica McDonald","North Carolina Courage","Denise O'Sullivan",66.4,42.1,74.3,36.8,1
PASS-20190428NCHOU-233,20190428NCHOU,"Denise O'Sullivan","North Carolina Courage","Amber Brooks",74.8,35.4,86.3,28.7,0
PASS-20190428NCHOU-234,20190428NCHOU,"Amber Brooks","Houston Dash","Crystal Dunn",22.5,28.2,33,29.7,0
PASS-20190428NCHOU-235,20190428NCHOU,"Crystal Dunn","North Carolina Courage","Lynn Williams",77.9,40.6,80.8,30.3,1
PASS-20190428NCHOU-236,20190428NCHOU,"Christine Nairn","Houston Dash","Amber Brooks",25.8,35.4,22.7,37,1
PASS-20190428NCHOU-237,20190428NCHOU,"Amber Brooks","Houston Dash","Allysha Chapman",22.7,37,27.7,48.3,1
PASS-20190428NCHOU-238,20190428NCHOU,"Allysha Chapman","Houston Dash","Abby Dahlkemper",27.7,48.3,48.1,44.1,0
PASS-20190428NCHOU-239,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Crystal Dunn",56.9,23.9,67.4,26.2,1
PASS-20190428NCHOU-24,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Rachel Daly",22.9,35.8,32.6,38.3,0
PASS-20190428NCHOU-240,20190428NCHOU,"Crystal Dunn","North Carolina Courage","Jessica McDonald",68.2,28,81.3,29.9,1
PASS-20190428NCHOU-241,20190428NCHOU,"Jessica McDonald","North Carolina Courage","Denise O'Sullivan",82.3,29.3,0,0,1
PASS-20190428NCHOU-242,20190428NCHOU,"Jane Campbell","Houston Dash",NULL,8,31.8,67.8,0,0
PASS-20190428NCHOU-243,20190428NCHOU,"Jaelene Hinkle","North Carolina Courage","Abby Erceg",37.2,68,28.4,63.8,1
PASS-20190428NCHOU-244,20190428NCHOU,"Abby Erceg","North Carolina Courage","Stephanie Labbe",26.9,60.9,10.5,34.9,1
PASS-20190428NCHOU-245,20190428NCHOU,"Stephanie Labbe","North Carolina Courage","Abby Dahlkemper",9,33.9,31.5,19.7,1
PASS-20190428NCHOU-246,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Crystal Dunn",38.2,16.9,47.2,14.4,1
PASS-20190428NCHOU-247,20190428NCHOU,"Crystal Dunn","North Carolina Courage","Abby Dahlkemper",47.2,14.4,39.3,2.5,1
PASS-20190428NCHOU-248,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Merritt Mathias",39.3,2.5,50.2,0.4,1
PASS-20190428NCHOU-249,20190428NCHOU,"Merritt Mathias","North Carolina Courage","Crystal Dunn",50.2,0.4,43,23.4,1
PASS-20190428NCHOU-25,20190428NCHOU,"Rachel Daly","Houston Dash","Kealia Watt",80.8,34.7,79.2,55.4,1
PASS-20190428NCHOU-250,20190428NCHOU,"Crystal Dunn","North Carolina Courage","Jaelene Hinkle",42,26.2,88,52.5,1
PASS-20190428NCHOU-251,20190428NCHOU,"Jane Campbell","Houston Dash","Allysha Chapman",6.5,34.9,46.4,59.4,1
PASS-20190428NCHOU-252,20190428NCHOU,"Allysha Chapman","Houston Dash","Merritt Mathias",25.8,64,46.4,59.4,0
PASS-20190428NCHOU-253,20190428NCHOU,"Merritt Mathias","North Carolina Courage","Crystal Dunn",58.6,8.6,62.8,14,1
PASS-20190428NCHOU-254,20190428NCHOU,"Crystal Dunn","North Carolina Courage","Jessica McDonald",68,23.6,104.2,28.2,1
PASS-20190428NCHOU-255,20190428NCHOU,"Jessica McDonald","North Carolina Courage","Jane Campbell",102.7,10.3,104.2,28.2,0
PASS-20190428NCHOU-256,20190428NCHOU,"Rachel Daly","Houston Dash","Abby Dahlkemper",41.2,65.3,90.3,51.9,0
PASS-20190428NCHOU-257,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Stephanie Labbe",14.7,16.1,2.3,24.7,1
PASS-20190428NCHOU-258,20190428NCHOU,"Stephanie Labbe","North Carolina Courage","Abby Erceg",2.3,24.7,11.3,31.4,1
PASS-20190428NCHOU-259,20190428NCHOU,"Abby Erceg","North Carolina Courage","Abby Dahlkemper",11.3,31.4,9.4,10.5,1
PASS-20190428NCHOU-26,20190428NCHOU,"Kealia Watt","Houston Dash","Crystal Dunn",85.5,50,87.4,51.1,0
PASS-20190428NCHOU-260,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Crystal Dunn",28.1,14.4,47.5,14.4,1
PASS-20190428NCHOU-261,20190428NCHOU,"Crystal Dunn","North Carolina Courage","Jane Campbell",51.2,15.7,89.7,38.5,0
PASS-20190428NCHOU-262,20190428NCHOU,"Jane Campbell","Houston Dash","Clare Polkinghorne",16.4,30.1,25.2,36.8,1
PASS-20190428NCHOU-263,20190428NCHOU,"Clare Polkinghorne","Houston Dash","Sophie Schmidt",28.6,36.8,38.2,35.2,1
PASS-20190428NCHOU-264,20190428NCHOU,"Sophie Schmidt","Houston Dash","Clare Polkinghorne",38.2,35.2,25.6,34.7,1
PASS-20190428NCHOU-265,20190428NCHOU,"Clare Polkinghorne","Houston Dash","Amber Brooks",26.9,32.2,21.2,53.8,1
PASS-20190428NCHOU-266,20190428NCHOU,"Amber Brooks","Houston Dash","Allysha Chapman",23.5,58,33.4,66.7,1
PASS-20190428NCHOU-267,20190428NCHOU,"Allysha Chapman","Houston Dash","Kealia Watt",36.5,66.1,51.7,57.5,1
PASS-20190428NCHOU-268,20190428NCHOU,"Kealia Watt","Houston Dash","Sofia Huerta",51.7,57.5,38,54.8,1
PASS-20190428NCHOU-269,20190428NCHOU,"Sofia Huerta","Houston Dash","Sophie Schmidt",37.8,56.9,28.6,42.3,1
PASS-20190428NCHOU-27,20190428NCHOU,"Merritt Mathias","North Carolina Courage","Sam Mewis",5.5,13.2,17.2,18.6,1
PASS-20190428NCHOU-270,20190428NCHOU,"Sophie Schmidt","Houston Dash","Lynn Williams",28.6,42.3,31.3,24.7,0
PASS-20190428NCHOU-271,20190428NCHOU,"Clare Polkinghorne","Houston Dash","Rachel Daly",27.1,31.4,60.3,43.5,1
PASS-20190428NCHOU-272,20190428NCHOU,"Rachel Daly","Houston Dash","Christine Nairn",58.6,34.5,71,2.7,1
PASS-20190428NCHOU-273,20190428NCHOU,"Christine Nairn","Houston Dash","Rachel Daly",72.9,3.6,72.9,11.9,1
PASS-20190428NCHOU-274,20190428NCHOU,"Rachel Daly","Houston Dash","Satara Murray",64.9,21.1,58.4,12.1,1
PASS-20190428NCHOU-275,20190428NCHOU,"Satara Murray","Houston Dash","Christine Nairn",57.5,9.6,92.6,4,1
PASS-20190428NCHOU-276,20190428NCHOU,"Christine Nairn","Houston Dash","Jaelene Hinkle",65.7,1.9,92.6,4,0
PASS-20190428NCHOU-277,20190428NCHOU,"Jaelene Hinkle","North Carolina Courage","Stephanie Labbe",12.4,64,0,48.5,1
PASS-20190428NCHOU-278,20190428NCHOU,"Stephanie Labbe","North Carolina Courage","Abby Erceg",1.5,49,14.3,47.7,1
PASS-20190428NCHOU-279,20190428NCHOU,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",10.9,51.3,13.4,66.3,1
PASS-20190428NCHOU-28,20190428NCHOU,"Sam Mewis","North Carolina Courage","Denise O'Sullivan",35.9,25.5,47.9,34.5,1
PASS-20190428NCHOU-280,20190428NCHOU,"Jaelene Hinkle","North Carolina Courage","Denise O'Sullivan",37.8,65.5,48.3,57.5,1
PASS-20190428NCHOU-281,20190428NCHOU,"Denise O'Sullivan","North Carolina Courage","Sam Mewis",48.1,56.7,37.8,58.6,1
PASS-20190428NCHOU-282,20190428NCHOU,"Sam Mewis","North Carolina Courage","Denise O'Sullivan",42,59.2,53.3,55.4,1
PASS-20190428NCHOU-283,20190428NCHOU,"Denise O'Sullivan","North Carolina Courage","McCall Zerboni",49.6,55.2,40.1,40.4,1
PASS-20190428NCHOU-284,20190428NCHOU,"McCall Zerboni","North Carolina Courage","Abby Dahlkemper",40.1,40.4,37.8,14,1
PASS-20190428NCHOU-285,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Merritt Mathias",37.8,14,61.5,2.7,1
PASS-20190428NCHOU-286,20190428NCHOU,"Merritt Mathias","North Carolina Courage","Sofia Huerta",66.6,10.3,76,22.4,0
PASS-20190428NCHOU-287,20190428NCHOU,"Sofia Huerta","Houston Dash","Kealia Watt",29,45.6,38.4,48.5,1
PASS-20190428NCHOU-288,20190428NCHOU,"Kealia Watt","Houston Dash","Abby Erceg",38.4,48.5,63.8,42.7,0
PASS-20190428NCHOU-289,20190428NCHOU,"Abby Erceg","North Carolina Courage","Rachel Daly",41.2,25.3,45.6,19.2,0
PASS-20190428NCHOU-29,20190428NCHOU,"Denise O'Sullivan","North Carolina Courage","Sam Mewis",47.9,34.5,47.7,41.6,1
PASS-20190428NCHOU-290,20190428NCHOU,"Rachel Daly","Houston Dash","Stephanie Labbe",48.5,42.3,90.9,34.1,0
PASS-20190428NCHOU-291,20190428NCHOU,"Stephanie Labbe","North Carolina Courage","Jaelene Hinkle",14.9,34.5,40.1,63.6,1
PASS-20190428NCHOU-292,20190428NCHOU,"Jaelene Hinkle","North Carolina Courage","Jessica McDonald",56.9,61.5,82.9,42.5,1
PASS-20190428NCHOU-293,20190428NCHOU,"Sofia Huerta","Houston Dash","Kealia Watt",30.2,41.8,33.6,45.2,1
PASS-20190428NCHOU-294,20190428NCHOU,"Kealia Watt","Houston Dash","Amber Brooks",33.6,45.2,18.1,55.2,1
PASS-20190428NCHOU-295,20190428NCHOU,"Amber Brooks","Houston Dash","Allysha Chapman",18.1,55.2,25.6,64.2,1
PASS-20190428NCHOU-296,20190428NCHOU,"Allysha Chapman","Houston Dash","Kealia Watt",29.4,64,41.8,61.7,1
PASS-20190428NCHOU-297,20190428NCHOU,"Kealia Watt","Houston Dash","Sofia Huerta",39.5,62.6,33.8,59.8,1
PASS-20190428NCHOU-298,20190428NCHOU,"Sofia Huerta","Houston Dash","Allysha Chapman",33.8,59.8,25.8,65.5,1
PASS-20190428NCHOU-299,20190428NCHOU,"Allysha Chapman","Houston Dash","McCall Zerboni",29.2,64,37.4,63,0
PASS-20190428NCHOU-3,20190428NCHOU,"Denise O'Sullivan","North Carolina Courage","Sam Mewis",66.2,50.8,60.1,40,1
PASS-20190428NCHOU-30,20190428NCHOU,"Sam Mewis","North Carolina Courage","Amber Brooks",47.7,41.6,69.7,28,0
PASS-20190428NCHOU-300,20190428NCHOU,"Crystal Dunn","North Carolina Courage","Denise O'Sullivan",76,2.5,76.7,8.8,1
PASS-20190428NCHOU-301,20190428NCHOU,"Denise O'Sullivan","North Carolina Courage","Jessica McDonald",76.7,8.8,82.5,7.3,1
PASS-20190428NCHOU-302,20190428NCHOU,"Jessica McDonald","North Carolina Courage","Abby Erceg",90.9,0,103.1,22.8,1
PASS-20190428NCHOU-303,20190428NCHOU,"Abby Erceg","North Carolina Courage","Satara Murray",103.1,22.8,103.1,22.8,0
PASS-20190428NCHOU-304,20190428NCHOU,"Clare Polkinghorne","Houston Dash","Kealia Watt",5,37.2,42.4,36.6,1
PASS-20190428NCHOU-305,20190428NCHOU,"Kealia Watt","Houston Dash","Jaelene Hinkle",8.6,41.6,42.4,36.6,0
PASS-20190428NCHOU-306,20190428NCHOU,"Jaelene Hinkle","North Carolina Courage","Merritt Mathias",62.6,31.4,72,5,1
PASS-20190428NCHOU-307,20190428NCHOU,"Merritt Mathias","North Carolina Courage","Abby Erceg",75.6,8.4,91.1,37.5,1
PASS-20190428NCHOU-308,20190428NCHOU,"Abby Erceg","North Carolina Courage","Sophie Schmidt",91.1,37.5,91.1,37.5,0
PASS-20190428NCHOU-309,20190428NCHOU,"Jane Campbell","Houston Dash","Sofia Huerta",14.7,32.8,42.8,42.3,1
PASS-20190428NCHOU-31,20190428NCHOU,"Amber Brooks","Houston Dash","Kealia Watt",36.3,42.1,56.1,43.9,1
PASS-20190428NCHOU-310,20190428NCHOU,"Sofia Huerta","Houston Dash","Kealia Watt",46.6,44.6,63.8,64.9,1
PASS-20190428NCHOU-311,20190428NCHOU,"Stephanie Labbe","North Carolina Courage","Sam Mewis",13.4,29.9,23.5,32.2,1
PASS-20190428NCHOU-312,20190428NCHOU,"Sam Mewis","North Carolina Courage","Abby Dahlkemper",23.5,32.2,25.4,19.5,1
PASS-20190428NCHOU-313,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Lynn Williams",32.1,20.1,56.3,31.8,1
PASS-20190428NCHOU-314,20190428NCHOU,"Satara Murray","Houston Dash","Allysha Chapman",48.7,36.2,44.7,55,1
PASS-20190428NCHOU-315,20190428NCHOU,"Allysha Chapman","Houston Dash",NULL,44.7,55,61.1,68,0
PASS-20190428NCHOU-316,20190428NCHOU,"Merritt Mathias","North Carolina Courage","Christine Nairn",43.9,0,57.5,9.6,0
PASS-20190428NCHOU-317,20190428NCHOU,"Christine Nairn","Houston Dash","Sofia Huerta",47.5,58.4,56.3,54.2,1
PASS-20190428NCHOU-318,20190428NCHOU,"Sofia Huerta","Houston Dash","Sam Mewis",56.9,54,48.3,51.7,0
PASS-20190428NCHOU-319,20190428NCHOU,"Sam Mewis","North Carolina Courage","Jessica McDonald",62.6,13.8,65.5,8,1
PASS-20190428NCHOU-32,20190428NCHOU,"Kealia Watt","Houston Dash","Sofia Huerta",56.7,43.7,57.8,34.9,1
PASS-20190428NCHOU-320,20190428NCHOU,"Jessica McDonald","North Carolina Courage","Kealia Watt",64.3,6.1,64.1,8.6,0
PASS-20190428NCHOU-321,20190428NCHOU,"Christine Nairn","Houston Dash","Abby Dahlkemper",43.3,51.9,60.7,47.3,0
PASS-20190428NCHOU-322,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","McCall Zerboni",44.3,20.7,47.9,20.7,1
PASS-20190428NCHOU-323,20190428NCHOU,"McCall Zerboni","North Carolina Courage","Merritt Mathias",47.9,20.7,38,11.1,1
PASS-20190428NCHOU-324,20190428NCHOU,"Merritt Mathias","North Carolina Courage","Abby Erceg",38,11.1,41,34.7,1
PASS-20190428NCHOU-325,20190428NCHOU,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",48.3,36.8,62.4,67,1
PASS-20190428NCHOU-326,20190428NCHOU,"Jaelene Hinkle","North Carolina Courage",NULL,64.9,67.4,68.7,68,0
PASS-20190428NCHOU-327,20190428NCHOU,"Satara Murray","Houston Dash",NULL,19.1,6.9,37.2,0,0
PASS-20190428NCHOU-328,20190428NCHOU,"Jaelene Hinkle","North Carolina Courage","Denise O'Sullivan",67.8,68,73.1,63.4,1
PASS-20190428NCHOU-329,20190428NCHOU,"Denise O'Sullivan","North Carolina Courage",NULL,73.1,63.4,64.1,68,0
PASS-20190428NCHOU-33,20190428NCHOU,"Sofia Huerta","Houston Dash","Christine Nairn",55.4,41,46.6,42.7,1
PASS-20190428NCHOU-330,20190428NCHOU,"Satara Murray","Houston Dash","Nichelle Prince",40.9,0,56.5,0,1
PASS-20190428NCHOU-331,20190428NCHOU,"Sophie Schmidt","Houston Dash","Denise O'Sullivan",45.8,2.1,45.6,0.6,0
PASS-20190428NCHOU-332,20190428NCHOU,"Denise O'Sullivan","North Carolina Courage","Lynn Williams",59.4,67.4,63.8,66.5,1
PASS-20190428NCHOU-333,20190428NCHOU,"Lynn Williams","North Carolina Courage","Clare Polkinghorne",99.5,57.7,96,41.6,0
PASS-20190428NCHOU-334,20190428NCHOU,"Clare Polkinghorne","Houston Dash","McCall Zerboni",14.5,22.4,32.1,21.8,0
PASS-20190428NCHOU-335,20190428NCHOU,"McCall Zerboni","North Carolina Courage","Denise O'Sullivan",72.9,46.2,76.7,52.5,1
PASS-20190428NCHOU-336,20190428NCHOU,"Denise O'Sullivan","North Carolina Courage","Lynn Williams",79.8,51.3,0,0,1
PASS-20190428NCHOU-337,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Jaelene Hinkle",105,68,96,66.1,1
PASS-20190428NCHOU-338,20190428NCHOU,"Jaelene Hinkle","North Carolina Courage","Rachel Daly",96,66.1,97.2,43.9,0
PASS-20190428NCHOU-339,20190428NCHOU,"Denise O'Sullivan","North Carolina Courage","Merritt Mathias",64.9,52.9,57.1,46.2,1
PASS-20190428NCHOU-34,20190428NCHOU,"Christine Nairn","Houston Dash","Nichelle Prince",49.1,37.5,60.9,3.1,1
PASS-20190428NCHOU-340,20190428NCHOU,"Merritt Mathias","North Carolina Courage","Abby Dahlkemper",57.1,46.2,67.4,46.4,1
PASS-20190428NCHOU-341,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Denise O'Sullivan",67.4,46.4,64.7,57.3,1
PASS-20190428NCHOU-342,20190428NCHOU,"Denise O'Sullivan","North Carolina Courage","Sam Mewis",71.4,56.1,75.4,49.2,1
PASS-20190428NCHOU-343,20190428NCHOU,"Sam Mewis","North Carolina Courage","Lynn Williams",79.4,48.3,87.8,43.5,1
PASS-20190428NCHOU-344,20190428NCHOU,"Lynn Williams","North Carolina Courage","Sam Mewis",84.4,43.5,97.7,52.7,1
PASS-20190428NCHOU-345,20190428NCHOU,"Sam Mewis","North Carolina Courage","Sophie Schmidt",97.7,52.7,94.9,28.7,0
PASS-20190428NCHOU-346,20190428NCHOU,"Nichelle Prince","Houston Dash","Abby Erceg",18.3,14.4,37.8,21.3,0
PASS-20190428NCHOU-347,20190428NCHOU,"Abby Erceg","North Carolina Courage","Rachel Daly",67.2,46.7,79.2,37.5,0
PASS-20190428NCHOU-348,20190428NCHOU,"Rachel Daly","Houston Dash","Sofia Huerta",25.8,30.5,36.1,31.6,1
PASS-20190428NCHOU-349,20190428NCHOU,"Sofia Huerta","Houston Dash","Sophie Schmidt",33,33.9,27.5,44.6,1
PASS-20190428NCHOU-35,20190428NCHOU,"Nichelle Prince","Houston Dash","McCall Zerboni",69.1,6.7,71.4,33.9,0
PASS-20190428NCHOU-350,20190428NCHOU,"Sophie Schmidt","Houston Dash","Sofia Huerta",39.9,44.6,45.4,38.9,1
PASS-20190428NCHOU-351,20190428NCHOU,"Sofia Huerta","Houston Dash","Rachel Daly",45.2,40.6,64.3,60,1
PASS-20190428NCHOU-352,20190428NCHOU,"Rachel Daly","Houston Dash","Sophie Schmidt",65.5,51.7,69.1,59,1
PASS-20190428NCHOU-353,20190428NCHOU,"Sophie Schmidt","Houston Dash","Kealia Watt",69.1,59,75.6,44.4,1
PASS-20190428NCHOU-354,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Sam Mewis",37.2,21.6,46.6,34.9,1
PASS-20190428NCHOU-355,20190428NCHOU,"Sam Mewis","North Carolina Courage","Amber Brooks",46.6,34.9,82.5,25.3,0
PASS-20190428NCHOU-356,20190428NCHOU,"Amber Brooks","Houston Dash","Jane Campbell",18.5,36.8,5.2,33.3,1
PASS-20190428NCHOU-357,20190428NCHOU,"Jane Campbell","Houston Dash","Abby Erceg",5.2,33.3,59.6,29.5,0
PASS-20190428NCHOU-358,20190428NCHOU,"Abby Erceg","North Carolina Courage","Christine Nairn",45.4,38.5,60.1,45,0
PASS-20190428NCHOU-359,20190428NCHOU,"Christine Nairn","Houston Dash","Sophie Schmidt",45.4,24.7,37,30.3,1
PASS-20190428NCHOU-36,20190428NCHOU,"McCall Zerboni","North Carolina Courage","Amber Brooks",38.8,27.2,70.6,20.7,0
PASS-20190428NCHOU-360,20190428NCHOU,"Sophie Schmidt","Houston Dash","Allysha Chapman",38,32.8,37.8,52.3,1
PASS-20190428NCHOU-361,20190428NCHOU,"Allysha Chapman","Houston Dash","Christine Nairn",65.9,63.4,73.3,68,1
PASS-20190428NCHOU-362,20190428NCHOU,"Christine Nairn","Houston Dash",NULL,57.3,55.4,76.6,68,0
PASS-20190428NCHOU-363,20190428NCHOU,"Merritt Mathias","North Carolina Courage","Sam Mewis",28.4,0,33.8,20.5,1
PASS-20190428NCHOU-364,20190428NCHOU,"Sam Mewis","North Carolina Courage","Denise O'Sullivan",58.2,33.1,66.2,27.4,1
PASS-20190428NCHOU-365,20190428NCHOU,"Denise O'Sullivan","North Carolina Courage","Sam Mewis",65.5,29.3,73.3,43.1,1
PASS-20190428NCHOU-366,20190428NCHOU,"Sam Mewis","North Carolina Courage","Jessica McDonald",82.9,49.6,0,0,1
PASS-20190428NCHOU-367,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Stephanie Labbe",25.8,17.2,12.6,28.7,1
PASS-20190428NCHOU-368,20190428NCHOU,"Stephanie Labbe","North Carolina Courage","Sam Mewis",12.6,28.7,30,19.2,1
PASS-20190428NCHOU-369,20190428NCHOU,"Sam Mewis","North Carolina Courage","Lynn Williams",30,19.2,52.5,19.5,1
PASS-20190428NCHOU-37,20190428NCHOU,"Jessica McDonald","North Carolina Courage","Crystal Dunn",83.6,0,79,23,1
PASS-20190428NCHOU-370,20190428NCHOU,"Amber Brooks","Houston Dash","Merritt Mathias",55.7,47.7,87.4,46.4,0
PASS-20190428NCHOU-371,20190428NCHOU,"Merritt Mathias","North Carolina Courage","Sophie Schmidt",17.6,21.6,31.3,22,0
PASS-20190428NCHOU-372,20190428NCHOU,"Nichelle Prince","Houston Dash","Abby Erceg",79.4,21.8,79.4,21.8,0
PASS-20190428NCHOU-373,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Jaelene Hinkle",12.8,33.5,8.6,65.5,1
PASS-20190428NCHOU-374,20190428NCHOU,"Jaelene Hinkle","North Carolina Courage","Christine Nairn",12.2,65.1,26.5,65.7,0
PASS-20190428NCHOU-375,20190428NCHOU,"Christine Nairn","Houston Dash","Jaelene Hinkle",78.5,2.3,93.9,1,0
PASS-20190428NCHOU-376,20190428NCHOU,"Jaelene Hinkle","North Carolina Courage","Sam Mewis",11.1,67,24.8,53.4,1
PASS-20190428NCHOU-377,20190428NCHOU,"Sam Mewis","North Carolina Courage","McCall Zerboni",24.8,53.4,36.1,65.7,1
PASS-20190428NCHOU-378,20190428NCHOU,"McCall Zerboni","North Carolina Courage","Jessica McDonald",42,65.7,60.5,66.5,1
PASS-20190428NCHOU-379,20190428NCHOU,"Jessica McDonald","North Carolina Courage","McCall Zerboni",69.9,68,67.4,63.6,1
PASS-20190428NCHOU-38,20190428NCHOU,"Sophie Schmidt","Houston Dash","Amber Brooks",21.4,45.6,13.7,46.7,1
PASS-20190428NCHOU-380,20190428NCHOU,"McCall Zerboni","North Carolina Courage","Jessica McDonald",67.4,63.6,73.1,67.2,1
PASS-20190428NCHOU-381,20190428NCHOU,"Jessica McDonald","North Carolina Courage","Crystal Dunn",73.1,67.2,78.5,60.7,1
PASS-20190428NCHOU-382,20190428NCHOU,"Crystal Dunn","North Carolina Courage","Kealia Watt",103.9,50.2,93.4,26.8,0
PASS-20190428NCHOU-383,20190428NCHOU,"Kealia Watt","Houston Dash","Allysha Chapman",9.4,57.1,31.3,60.7,1
PASS-20190428NCHOU-384,20190428NCHOU,"Lynn Williams","North Carolina Courage","Sam Mewis",65.7,3.1,64.1,12.1,1
PASS-20190428NCHOU-385,20190428NCHOU,"Sam Mewis","North Carolina Courage","Lynn Williams",64.1,12.1,63.6,5.2,1
PASS-20190428NCHOU-386,20190428NCHOU,"Lynn Williams","North Carolina Courage","Abby Dahlkemper",63.6,5.2,47.2,15.5,1
PASS-20190428NCHOU-387,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","McCall Zerboni",46.6,16.3,58.4,30.5,1
PASS-20190428NCHOU-388,20190428NCHOU,"McCall Zerboni","North Carolina Courage","Abby Erceg",60.9,44.4,63.2,61.3,1
PASS-20190428NCHOU-389,20190428NCHOU,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",75,62.8,102.7,64.9,1
PASS-20190428NCHOU-39,20190428NCHOU,"Amber Brooks","Houston Dash","Christine Nairn",13.7,46.7,22.7,39.5,1
PASS-20190428NCHOU-390,20190428NCHOU,"Jaelene Hinkle","North Carolina Courage","Allysha Chapman",102.7,64.9,97,28.7,0
PASS-20190428NCHOU-391,20190428NCHOU,"Jane Campbell","Houston Dash",NULL,7.3,28.9,38.6,0,0
PASS-20190428NCHOU-392,20190428NCHOU,"Jaelene Hinkle","North Carolina Courage","Jessica McDonald",66.4,68,76,59.2,1
PASS-20190428NCHOU-393,20190428NCHOU,"Jessica McDonald","North Carolina Courage","Rachel Daly",76,59.2,57.1,57.7,0
PASS-20190428NCHOU-394,20190428NCHOU,"Abby Erceg","North Carolina Courage","Stephanie Labbe",12,56.9,1,46.2,1
PASS-20190428NCHOU-395,20190428NCHOU,"Stephanie Labbe","North Carolina Courage","Abby Erceg",1,46.2,2.5,64,1
PASS-20190428NCHOU-396,20190428NCHOU,"Abby Erceg","North Carolina Courage","Nichelle Prince",10.1,60.5,16,59.4,0
PASS-20190428NCHOU-397,20190428NCHOU,"Abby Erceg","North Carolina Courage","Nichelle Prince",13,67.4,13.9,66.7,0
PASS-20190428NCHOU-398,20190428NCHOU,"Jaelene Hinkle","North Carolina Courage","McCall Zerboni",12.4,68,23.9,63.8,1
PASS-20190428NCHOU-399,20190428NCHOU,"Merritt Mathias","North Carolina Courage","Abby Dahlkemper",24.8,0,18.5,6.9,1
PASS-20190428NCHOU-4,20190428NCHOU,"Sam Mewis","North Carolina Courage","Abby Erceg",58.6,43.3,47,45.8,1
PASS-20190428NCHOU-40,20190428NCHOU,"Christine Nairn","Houston Dash","Denise O'Sullivan",22.7,39.5,27.7,23,0
PASS-20190428NCHOU-400,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","McCall Zerboni",27.7,19.7,34.4,33.7,1
PASS-20190428NCHOU-401,20190428NCHOU,"McCall Zerboni","North Carolina Courage","Abby Erceg",31.5,35.8,25.2,47.5,1
PASS-20190428NCHOU-402,20190428NCHOU,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",25.2,47.5,48.3,65.7,1
PASS-20190428NCHOU-403,20190428NCHOU,"Jaelene Hinkle","North Carolina Courage","Clare Polkinghorne",62.8,63.6,70.1,58.2,0
PASS-20190428NCHOU-404,20190428NCHOU,"Clare Polkinghorne","Houston Dash","Abby Erceg",65.3,14.2,97,12.1,0
PASS-20190428NCHOU-405,20190428NCHOU,"Abby Erceg","North Carolina Courage","Stephanie Labbe",8,55.9,1.5,39.5,1
PASS-20190428NCHOU-406,20190428NCHOU,"Stephanie Labbe","North Carolina Courage","Abby Dahlkemper",1.9,38.7,9,16.7,1
PASS-20190428NCHOU-407,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Merritt Mathias",20.2,13,30.7,2.7,1
PASS-20190428NCHOU-408,20190428NCHOU,"Merritt Mathias","North Carolina Courage","Abby Dahlkemper",29.4,4,23.7,11.3,1
PASS-20190428NCHOU-409,20190428NCHOU,"Abby Dahlkemper","North Carolina Courage","Sam Mewis",28.8,19.9,36.8,22.8,1
